componente,ambito,concepto,porcentaje,pais,declarado,programado
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,ni,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,pa,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,py,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,pe,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,do,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,sv,0,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,uy,0,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,ve,1,1
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,ar,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,bo,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,br,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,cl,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,co,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,cr,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,cu,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,ec,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,gt,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,hn,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,mx,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,ni,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,pa,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,py,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,pe,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,do,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,sv,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,uy,0,1
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,ve,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,ar,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,bo,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,br,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,cl,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,co,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,cr,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,cu,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,ec,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,gt,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,hn,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,mx,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,ni,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,pa,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,py,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,pe,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,do,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,sv,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,uy,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Ciudadanía,100,ve,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,ar,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,bo,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,br,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,cl,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,co,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,cr,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,cu,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,ec,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,gt,0,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,hn,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,mx,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,ni,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,pa,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,py,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,pe,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,do,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,sv,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,uy,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95,ve,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,ar,0,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,bo,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,br,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,cl,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,co,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,cr,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,cu,0,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,ec,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,gt,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,hn,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,mx,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,ni,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,pa,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,py,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,pe,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,do,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,sv,0,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,uy,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Comunidad,74,ve,0,1
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,ar,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,bo,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,br,1,0
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,cl,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,co,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,cr,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,cu,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,ec,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,gt,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,hn,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,mx,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,ni,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,pa,1,0
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,py,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,pe,0,1
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,do,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,sv,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,uy,1,0
Educación para la ciudadanía mundial,Globalización y diversidad,Conocimiento del mundo,37,ve,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,ar,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,bo,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,br,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,cl,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,co,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,cr,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,cu,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,ec,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,gt,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,hn,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,mx,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,ni,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,pa,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,py,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,pe,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,do,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,sv,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,uy,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Conocimiento sobre ciudadanía,58,ve,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,ar,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,bo,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,br,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,cl,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,co,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,cr,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,cu,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,ec,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,gt,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,hn,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,mx,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,ni,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,pa,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,py,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,pe,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,do,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,sv,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,uy,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74,ve,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,ar,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,bo,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,br,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,cl,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,co,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,cr,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,cu,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,ec,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,gt,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,hn,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,mx,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,ni,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,pa,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,py,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,pe,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,do,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,sv,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,uy,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79,ve,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,ar,0,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,bo,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,br,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,cl,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,co,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,cr,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,cu,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,ec,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,gt,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,hn,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,mx,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,ni,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,pa,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,py,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,pe,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,do,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,sv,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,uy,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Democracia,95,ve,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,ar,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,bo,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,br,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,cl,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,co,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,cr,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,cu,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,ec,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,gt,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,hn,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,mx,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,ni,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,pa,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,py,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,pe,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,do,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,sv,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,uy,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Derechos,95,ve,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,ar,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,bo,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,br,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,cl,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,co,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,cr,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,cu,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,ec,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,gt,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,hn,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,mx,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,ni,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,pa,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,py,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,pe,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,do,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,sv,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,uy,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,ve,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,ar,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,bo,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,br,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,cl,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,co,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,cr,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,cu,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,ec,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,gt,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,hn,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,mx,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,ni,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,pa,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,py,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,pe,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,do,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,sv,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,uy,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,ve,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,ar,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,bo,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,br,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,cl,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,co,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,cr,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,cu,1,0
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,ec,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,gt,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,hn,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,mx,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,ni,1,0
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,pa,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,py,0,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,pe,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,do,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,sv,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,uy,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,ve,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,ar,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,bo,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,br,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,cl,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,co,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,cr,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,cu,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,ec,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,gt,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,hn,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,mx,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,ni,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,pa,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,py,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,pe,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,do,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,sv,0,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,uy,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,ve,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,ar,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,bo,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,br,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,cl,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,co,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,cr,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,cu,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,ec,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,gt,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,hn,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,mx,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,ni,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,pa,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,py,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,pe,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,do,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,sv,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,uy,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,ve,1,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,ar,0,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,bo,0,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,br,0,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,cl,0,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,co,0,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,cr,1,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,cu,0,1
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,ec,0,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,gt,1,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,hn,1,1
